Sno,Date,Shop name,"productname",Location,"No of units",suppiied by,"Per unit price","Total Price","Amount Billed",Amount collected,"ReturnsUnits","Returns Amt","Sample Amt","Prv bal collected",Balance Amount,,
2467,15-Apr,Hotel Faizal,Badam Milk,Anna nagar,5,Sreenevasan,23,115,115,115,0,0,,,,,
2468,15-Apr,S k cool bar,Badam Milk,Anna nagar,6,Sreenevasan,24,144,144,120,1,24,,,,,
2469,15-Apr,Arul Tea Stall,Badam Milk,Ambattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
2470,15-Apr,Ambika cool bar,Badam Milk,Ambattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
2471,15-Apr,Kirthika Sweet,Badam Milk,Ambattur,10,Sreenevasan,23,230,230,230,0,0,,345,0,,
2472,15-Apr,Kumaran cool bar,Badam Milk,Korattur,10,Sreenevasan,24,240,240,240,0,0,,,,,
2473,15-Apr,Brindha backery,Badam Milk,Korattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
2474,15-Apr,Amman Cool Bar,Badam Milk,Korattur,3,Sreenevasan,23,69,69,69,0,0,,,,,
2475,15-Apr,Good luck,Badam Milk,Korattur,6,Sreenevasan,23,138,138,138,0,0,,,,,
2476,15-Apr,Saravana Store,Badam Milk,Korattur,9,Sreenevasan,23,207,207,115,4,92,,,,,
2477,15-Apr,Sneha Tea stall,Badam Milk,Villivakkam,5,Sreenevasan,23,115,115,92,1,23,,,,,
2478,15-Apr,New Star,Badam Milk,Villivakkam,5,Sreenevasan,23,115,115,115,0,0,,,,,
2479,15-Apr,Chandrika Backery,Badam Milk,Anna nagar,18,Sreenevasan,22,396,396,396,0,0,,,,,
2480,15-Apr,Perumal Store,Badam Milk,Ambattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
2481,15-Apr,V U Snacks,Badam Milk,Arumbakkam,3,Viswanath,24,72,72,0,0,0,,,72,,
2482,15-Apr,Hydrabad Briyani,Badam Milk,Koyembedu,5,Viswanath,24,120,120,120,0,0,,,,,
2483,15-Apr,Maniratnam,Badam Milk,Koyembedu,10,Viswanath,23,230,230,230,0,0,,,,,
2484,15-Apr,Perumal cool bar,Badam Milk,Koyembedu,8,Viswanath,24,192,192,192,0,0,,,,,
2485,15-Apr,Murugan Traders,Badam Milk,Koyembedu,5,Viswanath,24,120,120,120,0,0,,,,,
2486,15-Apr,Hotel Mahalakshmi,Badam Milk,Koyembedu,4,Viswanath,23,92,92,92,0,0,,,,,
2487,15-Apr,Chandrika Backery,Badam Milk,Anna nagar,20,Viswanath,22,440,440,440,0,0,,,,,
2488,15-Apr,kerala Hot Chips,Badam Milk,MMDA,4,Silambarasan,24,96,96,72,1,24,,,,,
2489,15-Apr,Dhivya Tea stall,Badam Milk,MMDA,5,Silambarasan,24,120,120,120,0,0,,,,,
2490,15-Apr,Murugalakshmi Store,Badam Milk,West mambalam,5,Silambarasan,24,120,120,120,0,0,,,,,
2491,15-Apr,karupatti,Badam Milk,West mambalam,10,Silambarasan,24,240,240,240,0,0,,,,,
2492,15-Apr,Golden Snacks,Badam Milk,West mambalam,10,Silambarasan,24,240,240,240,0,0,,,,,
2493,15-Apr,Jayapal Cool bar,Badam Milk,West mambalam,3,Silambarasan,24,72,72,72,0,0,,,,,
2494,15-Apr,Binhalan Cool bar,Badam Milk,Kasi Theatre,1,Silambarasan,24,24,24,0,1,24,,,,,
2495,15-Apr,Vijay Cool bar,Badam Milk,Kasi Theatre,2,Silambarasan,24,48,48,0,2,48,,,,,
2496,15-Apr,MM Cool bar,Badam Milk,kk nagar,3,Silambarasan,24,72,72,72,0,0,,,,,
2497,15-Apr,Sakthi News Mart,Badam Milk,kk nagar,4,Silambarasan,24,96,96,72,1,24,,,,,
2498,15-Apr,Murugan Tea Stall,Badam Milk,alwarthirunagar,6,Silambarasan,23,138,138,138,0,0,,,,,
2499,15-Apr,TEa Room,Badam Milk,alwarthirunagar,10,Silambarasan,27,270,270,270,0,0,,,,,
2500,15-Apr,Bombay cool bar,Badam Milk,Teynampet,5,Satish,23,115,115,115,0,0,,,,,
2501,15-Apr,Pachaiammal cool bar,Badam Milk,Teynampet,5,Satish,23,115,115,92,1,23,,,,,
2502,15-Apr,Black Pokea,Badam Milk,Royapettah,10,Satish,23,230,230,230,0,0,,,,,
2503,15-Apr,A To Z Cool bar,Badam Milk,Royapettah,5,Satish,23,115,115,115,0,0,,,,,
2504,15-Apr,Brothers Cool bar,Badam Milk,Mylapore,3,Satish,23,69,69,69,0,0,,,,,
2505,15-Apr,"Garden Cool,bar",Badam Milk,Mylapore,10,Satish,23,230,230,230,0,0,,,,,
2506,15-Apr,Music Collage,Badam Milk,R.A.Puram,10,Satish,23,230,230,230,0,0,,,,,
2507,15-Apr,Pavi Tiffen,Badam Milk,R.A.Puram,3,Satish,23,69,69,69,0,0,,,,,
2508,15-Apr,Tirumala Cool bar,Badam Milk,Teynampet,3,Satish,23,69,69,46,1,23,,,,,
2509,15-Apr,Vijay Cool bar,Badam Milk,Teynampet,5,Satish,23,115,115,115,0,0,,,,,
2510,16-Apr,Greams Palace,Rose Milk,Greams Road,6,M.Karthick,17,100,100,100,0,0,,,,,
2511,16-Apr,Vinu Tea Stall,Rose Milk,thoushand light,6,M.Karthick,17,100,100,100,0,0,,,,,
2512,16-Apr,Masque View,Rose Milk,thoushand light,3,M.Karthick,15,45,45,45,0,0,,,,,
2513,16-Apr,CMS,Rose Milk,thoushand light,5,M.Karthick,17,85,85,85,0,0,,,,,
2514,16-Apr,Fathima Tea stall,Rose Milk,thoushand light,3,M.Karthick,16,48,48,48,0,0,,,,,
2515,16-Apr,Bung Shop,Rose Milk,Royapettah,5,M.Karthick,17,85,85,85,0,0,,,,,
2516,16-Apr,Millath,Rose Milk,Royapettah,16,M.Karthick,16,256,256,160,6,96,,,,,
2517,16-Apr,Ars Marina,Rose Milk,Royapettah,4,M.Karthick,18,72,72,72,0,0,,267,,,
2518,16-Apr,"Sai Cool,bar",Rose Milk,Royapettah,3,M.Karthick,18,54,54,54,0,0,,,,,
2519,16-Apr,New Collage,Rose Milk,Royapettah,10,M.Karthick,16,160,160,160,0,0,,,,,
2520,16-Apr,City Cafe,Rose Milk,G.P.Road,9,M.Karthick,17,150,150,150,0,0,,,,,
2521,16-Apr,Palms,Rose Milk,G.P.Road,3,M.Karthick,17,50,50,50,0,0,,,,,
2522,16-Apr,Prahalad Pan Shop,Rose Milk,Mount Road,5,M.Karthick,18,90,90,90,0,0,,,,,
2523,16-Apr,Aroma Backery,Rose Milk,Pudupet,10,M.Karthick,17.5,175,175,175,0,0,,,,,
2524,16-Apr,Sindoor cool bar,Rose Milk,Egmore,10,M.Karthick,18,180,180,180,0,0,,,,,
2525,16-Apr,Baby Hospital,Rose Milk,Egmore,6,M.Karthick,17,100,100,100,0,0,,,,,
2526,16-Apr,Shanthi Sandwich,Rose Milk,Egmore,5,M.Karthick,18,90,90,90,0,0,,180,0,,
2527,16-Apr,Renowed ,Rose Milk,Egmore,10,M.Karthick,15,150,150,150,0,0,,,,,
2528,16-Apr,Geetham Coffee,Rose Milk,Egmore,5,M.Karthick,18,90,90,90,0,0,,,,,
2529,16-Apr,Pamba Backery,Rose Milk,Egmore,5,M.Karthick,18,90,90,90,0,0,,,,,
2530,16-Apr,National Cool bar,Rose Milk,kilpauk,5,M.Karthick,18,90,90,90,0,0,,,,,
2531,16-Apr,Famous,Rose Milk,kilpauk,5,M.Karthick,18,90,90,90,0,0,,,,,
2532,16-Apr,Hotel Meghaa,Rose Milk,Aminjikarai,2,Manikandan,17,34,34,34,0,0,,,,,
2533,16-Apr,Dinesh Tea stall,Rose Milk,Aminjikarai,3,Manikandan,17,50,50,50,0,0,,,,,
2534,16-Apr,Jupiter Tea Stall,Rose Milk,Aminjikarai,5,Manikandan,18,90,90,90,0,0,,,,,
2535,16-Apr,G.B.News Mart,Rose Milk,Choolaimedu,5,Manikandan,17,85,85,85,0,0,,,,,
2536,16-Apr,Standard Backery,Rose Milk,Aminjikarai,10,Manikandan,17,170,170,170,0,0,,,,,
2537,16-Apr,Mazzi cool bar,Rose Milk,mahalingapuram,20,Manikandan,17,340,340,340,0,0,,,,,
2538,16-Apr,Mazzi Tea Stall,Rose Milk,mahalingapuram,10,Manikandan,17,170,170,170,0,0,,,,,
2539,16-Apr,Mimi Backers,Rose Milk,North usman,10,Manikandan,18,180,180,180,0,0,,,,,
2540,16-Apr,Kpr Cool bar,Rose Milk,Kodambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
2541,16-Apr,Thennagam,Rose Milk,nungambakkam,3,Manikandan,18,54,54,54,0,0,,,,,
2542,16-Apr,Sri Krishna Snacks,Rose Milk,North usman,3,Manikandan,18,54,54,54,0,0,,,,,
2543,16-Apr,sri Krishna Tea Stall,Rose Milk,nungambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
2544,16-Apr,Kannan tea Stall,Rose Milk,nungambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
2545,16-Apr,Mathura chat,Rose Milk,nungambakkam,10,Manikandan,18,180,180,180,0,0,,,,,
2546,16-Apr,My Father ,Rose Milk,nungambakkam,5,Manikandan,17,85,85,85,0,0,,,,,
2547,16-Apr,Challani Jwellery,Rose Milk,T.nagar,20,Manikandan,18,360,360,0,0,0,,,360,,
2548,16-Apr,R.R. Tea Stall,Rose Milk,Pondy bazar,15,Manikandan,17,255,255,255,0,0,,,,,
2549,16-Apr,R.Backers,Rose Milk,Pondy bazar,5,Manikandan,17,85,85,50,0,0,,50,35,,
2550,16-Apr,Anna University,Rose Milk,Anna University,21,Manikandan,18,378,378,360,1,18,,,,,
2551,16-Apr,7 Star cool bar,Rose Milk,Kodambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
2552,16-Apr,Sri Andal Cool bar,Rose Milk,Kodambakkam,7,Manikandan,18,126,126,126,0,0,,,,,
2553,16-Apr,Rams,Rose Milk,Bazulla Road,6,Manikandan,18,108,108,108,0,0,,,,,
2554,16-Apr,Arun Snacks,Rose Milk,Anna nagar,10,Manoj,17,170,170,170,0,0,,,,,
2555,16-Apr,Relax Cool bar,Rose Milk,Anna nagar,15,Manoj,16,240,240,240,0,0,,,,,
2556,16-Apr,Sri Raga,Rose Milk,Anna nagar,10,Manoj,17,170,170,170,0,0,,,,,
2557,16-Apr,Maharaja ,Rose Milk,ICF,10,Manoj,18,180,180,180,0,0,,,,,
2558,16-Apr,Chandran News Mart,Rose Milk,Nadamuni,5,Manoj,18,90,90,36,3,54,,,,,
2559,16-Apr,Seena Cool bar,Rose Milk,Nadamuni,10,Manoj,18,180,180,180,0,0,,,,,
2560,16-Apr,ICF Hospital,Rose Milk,ICF,5,Manoj,18,90,90,90,0,0,,,,,
2561,16-Apr,Crown backery,Rose Milk,Ayanavaram,3,Manoj,18,54,54,54,0,0,,,,,
2562,16-Apr,Jas Backery,Rose Milk,Ayanavaram,5,Manoj,16,80,80,80,0,0,,,,,
2563,16-Apr,Gokul News Mart,Rose Milk,secratraite Colony,3,Manoj,17,51,51,51,0,0,,,,,
2564,16-Apr,Skumar,Rose Milk,secratraite Colony,15,Manoj,17,255,255,255,0,0,,,,,
2565,16-Apr,Sujis Tea stall,Rose Milk,secratraite Colony,5,Manoj,18,90,90,90,0,0,,,,,
2566,16-Apr,Surendar Tea Stall,Rose Milk,secratraite Colony,5,Manoj,18,90,90,90,0,0,,,,,
2567,16-Apr,Indian Coffee,Rose Milk,Purasaiwalkam,7,Manoj,18,126,126,126,0,0,,,,,
2568,16-Apr,Ramalingavilas,Rose Milk,Choolai,10,Manoj,18,180,180,180,0,0,,,,,
2569,16-Apr,Ragam Cool bar,Rose Milk,Choolai,5,Manoj,18,90,90,90,0,0,,,,,
2570,16-Apr,Backers Hut,Rose Milk,Purasaiwalkam,5,Manoj,18,90,90,90,0,0,,,,,
2571,16-Apr,Dandapani,Rose Milk,kilpauk,5,Manoj,18,90,90,90,0,0,,10,,,
2572,16-Apr,M K Store,Rose Milk,kilpauk,10,Manoj,18,180,180,180,0,0,,,,,
2573,16-Apr,Famous,Rose Milk,kilpauk,2,Manoj,18,36,36,36,0,0,,,,,
2574,16-Apr,Anurag,Rose Milk,kilpauk,20,Manoj,18,360,360,360,0,0,,,,,
2575,16-Apr,City Shoppee,Rose Milk,kilpauk,5,Manoj,18,90,90,90,0,0,,,,,
2576,16-Apr,Royal Store,Rose Milk,Anna nagar,6,Sreenevasan,18,108,108,108,0,0,,,,,
2577,16-Apr,"Oman Cool,bar",Rose Milk,Anna nagar,10,Sreenevasan,18,180,180,180,0,0,,,,,
2578,16-Apr,Hotel Faizal,Rose Milk,Anna nagar,5,Sreenevasan,18,90,90,90,0,0,,,,,
2579,16-Apr,S k cool bar,Rose Milk,Anna nagar,5,Sreenevasan,18,90,90,90,0,0,,,,,
2580,16-Apr,Taj Cool bar,Rose Milk,Padi,10,Sreenevasan,17,170,170,170,0,0,,,,,
2581,16-Apr,Sg Cafe,Rose Milk,Padi,5,Sreenevasan,17,85,85,85,0,0,,,,,
2582,16-Apr,Aachariya backery,Rose Milk,Padi,10,Sreenevasan,17,170,170,170,0,0,,,,,
2583,16-Apr,Arul Tea Stall,Rose Milk,Ambattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
2584,16-Apr,Ambika cool bar,Rose Milk,Ambattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
2585,16-Apr,Nandanam Hot & Chill,Rose Milk,Karukku Road,5,Sreenevasan,18,90,90,90,0,0,,,,,
2586,16-Apr,Perumal Store,Rose Milk,Ambattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
2587,16-Apr,Lingam Store,Rose Milk,Ambattur,3,Sreenevasan,18,54,54,54,0,0,,,,,
2588,16-Apr,Kumaran cool bar,Rose Milk,Korattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
2589,16-Apr,Mulberry,Rose Milk,Korattur,7,Sreenevasan,18,126,126,54,4,72,,,,,
2590,16-Apr,Brindha backery,Rose Milk,Korattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
2591,16-Apr,Venkateswara backery,Rose Milk,Korattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
2592,16-Apr,Ravi Ice land,Rose Milk,Korattur,3,Sreenevasan,17,51,51,51,0,0,,,,,
2593,16-Apr,Annamalaiyar,Rose Milk,Korattur,8,Sreenevasan,18,144,144,144,0,0,,108,,,
2594,16-Apr,Saravana Store,Rose Milk,Korattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
2595,16-Apr,New Star,Rose Milk,Villivakkam,5,Sreenevasan,18,90,90,90,0,0,,,,,
2596,16-Apr,Dhivya Tea stall,Rose Milk,MMDA,2,Silambarasan,18,36,36,36,0,0,,,,,
2597,16-Apr,Suriya Cool bar,Rose Milk,MMDA,3,Silambarasan,18,54,54,54,0,0,,,,,
2598,16-Apr,Nithil Tea stall,Rose Milk,West mambalam,2,Silambarasan,18,36,36,36,0,0,,,,,
2599,16-Apr,Baiju Tea Stall,Rose Milk,West mambalam,5,Silambarasan,18,90,90,90,0,0,,,,,
2600,16-Apr,Binhalan Cool bar,Rose Milk,Kasi Theatre,5,Silambarasan,18,90,90,90,0,0,,,,,
2601,16-Apr,Vijay Cool bar,Rose Milk,Kasi Theatre,6,Silambarasan,18,108,108,108,0,0,,,,,
2602,16-Apr,Vairamani Tea Stall,Rose Milk,Ekkatuthangal,5,Silambarasan,18,90,90,90,0,0,,,,,
2603,16-Apr,Juice Garden,Rose Milk,Ekkatuthangal,5,Silambarasan,18,90,90,90,0,0,,,,,
2604,16-Apr,Sana Tea stall,Rose Milk,Kasi Theatre,5,Silambarasan,18,90,90,90,0,0,,,,,
2605,16-Apr,Sri Devi,Rose Milk,kk nagar,6,Silambarasan,18,108,108,108,0,0,,,,,
2606,16-Apr,Murugan Tea Stall,Rose Milk,alwarthirunagar,6,Silambarasan,18,108,108,108,0,0,,,,,
2607,16-Apr,TEa Room,Rose Milk,alwarthirunagar,10,Silambarasan,22,220,220,220,0,0,,,,,
2608,16-Apr,V U Snacks,Rose Milk,Arumbakkam,3,Prabakar,18,54,54,54,0,0,,,,,
2609,16-Apr,Hydrabad Briyani,Rose Milk,Koyembedu,5,Prabakar,18,90,90,90,0,0,,,,,
2610,16-Apr,Maniratnam,Rose Milk,Koyembedu,5,Prabakar,18,90,90,90,0,0,,,,,
2611,16-Apr,Senthoor cool bar,Rose Milk,Koyembedu,5,Prabakar,18,90,90,90,0,0,,,,,
2612,16-Apr,Raja Tea Stall,Rose Milk,Anna nagar,6,Prabakar,17,102,102,102,0,0,,,,,
2613,16-Apr,Chandrika Backery,Rose Milk,Anna nagar,15,Prabakar,16,240,240,240,0,0,,,,,
2614,16-Apr,MM Store,Rose Milk,Mogappair,10,Prabakar,16,160,160,160,0,0,,,,,
2615,16-Apr,Ragavendra Backery,Rose Milk,Mogappair,4,Prabakar,17,68,68,68,0,0,,,,,
2616,16-Apr,Chai Hub,Rose Milk,Anna nagar,5,Prabakar,18,90,90,90,0,0,,,,,
2617,16-Apr,H.B.Canteen,Rose Milk,Anna nagar,5,Prabakar,17,85,85,85,0,0,,,,,
2618,16-Apr,Challani Jwellery,Rose Milk,T.nagar,0,Online,0,0,0,0,0,0,,4320,,,
2619,16-Apr,Greams Palace,Badam Milk,greams Road,15,M.Karthick,24,360,360,360,0,0,,,,,
2620,16-Apr,Bung Shop,Badam Milk,Royapettah,3,M.Karthick,24,72,72,72,0,0,,,,,
2621,16-Apr,Bismi Tea Stall,Badam Milk,Royapettah,3,M.Karthick,24,72,72,72,0,0,,,,,
2622,16-Apr,Ars Marina,Badam Milk,Royapettah,7,M.Karthick,23,161,161,161,0,0,,,,,
2623,16-Apr,"Sai Cool,bar",Badam Milk,Royapettah,4,M.Karthick,24,96,96,96,0,0,,,,,
2624,16-Apr,Pamba Backery,Badam Milk,Egmore,2,M.Karthick,24,48,48,0,2,48,,,,,
2625,16-Apr,National Cool bar,Badam Milk,kilpauk,5,M.Karthick,23,115,115,115,0,0,,,,,
2626,16-Apr,Hotel Meghaa,Badam Milk,Aminjikarai,2,Manikandan,24,48,48,48,0,0,,,,,
2627,16-Apr,kumaran cool bar,Badam Milk,Aminjikarai,1,Manikandan,24,24,24,24,0,0,,,,,
2628,16-Apr,sri Krishna Tea Stall,Badam Milk,mahalingapuram,3,Manikandan,24,72,72,72,0,0,,,,,
2629,16-Apr,My Father ,Badam Milk,nungambakkam,5,Manikandan,23,115,115,115,0,0,,,,,
2630,16-Apr,Muthuramman Cool bar,Badam Milk,kodambakkam,5,Manikandan,24,120,120,120,0,0,,,,,
2631,16-Apr,Sri Andal Cool bar,Badam Milk,kodambakkam,8,Manikandan,23,184,184,184,0,0,,,,,
2632,16-Apr,Mimi Backers,Badam Milk,North usman,10,Manikandan,23,230,230,230,0,0,,,,,
2633,16-Apr,Kannan tea Stall,Badam Milk,nungambakkam,5,Manikandan,24,120,120,120,0,0,,,,,
2634,16-Apr,Anna University,Badam Milk,Anna University,15,Manikandan,24,360,360,336,1,24,,,,,
2635,16-Apr,Dinesh Tea stall,Badam Milk,Aminjikarai,3,Manikandan,24,72,72,72,0,0,,,,,
2636,16-Apr,Jupiter Tea Stall,Badam Milk,Aminjikarai,5,Manikandan,24,120,120,120,0,0,,,,,
2637,16-Apr,G.B.News Mart,Badam Milk,Choolaimedu,3,Manikandan,24,72,72,72,0,0,,,,,
2638,16-Apr,Kpr Cool bar,Badam Milk,kodambakkam,5,Manikandan,24,120,120,120,0,0,,,,,
2639,16-Apr,Standard Backery,Badam Milk,Aminjikarai,30,Manikandan,22,660,660,300,0,0,,440,360,,
2640,16-Apr,ICF Hospital,Badam Milk,ICF,5,Manoj,23,115,115,115,0,0,,,,,
2641,16-Apr,Gokul News Mart,Badam Milk,secratraite Colony,10,Manoj,24,240,240,240,0,0,,,,,
2642,16-Apr,Skumar,Badam Milk,secratraite Colony,5,Manoj,23,115,115,115,0,0,,,,,
2643,16-Apr,City Shoppee,Badam Milk,secratraite Colony,5,Manoj,24,120,120,120,0,0,,,,,
2644,16-Apr,Indian Coffee,Badam Milk,Purasaiwalkam,5,Manoj,24,120,120,120,0,0,,,,,
2645,16-Apr,Suba Cool bar,Badam Milk,Choolai,5,Manoj,24,120,120,96,1,24,,,,,
2646,16-Apr,"Oman Cool,bar",Badam Milk,Anna nagar,10,Sreenevasan,23,230,230,230,0,0,,,,,
2647,16-Apr,Hotel Faizal,Badam Milk,Anna nagar,5,Sreenevasan,23,115,115,115,0,0,,,,,
2648,16-Apr,S k cool bar,Badam Milk,Anna nagar,5,Sreenevasan,24,120,120,120,0,0,,,,,
2649,16-Apr,Arul Tea Stall,Badam Milk,Ambattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
2650,16-Apr,Ambika cool bar,Badam Milk,Ambattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
2651,16-Apr,Nandanam Hot & Chill,Badam Milk,Karukku Road,5,Sreenevasan,23,115,115,115,0,0,,,,,
2652,16-Apr,kumaran cool bar,Badam Milk,Korattur,15,Sreenevasan,24,360,360,360,0,0,,,,,
2653,16-Apr,Mulberry,Badam Milk,Korattur,11,Sreenevasan,23,253,253,230,1,23,,,,,
2654,16-Apr,Brindha backery,Badam Milk,Korattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
2655,16-Apr,Amman Cool Bar,Badam Milk,Korattur,3,Sreenevasan,23,69,69,69,0,0,,,,,
2656,16-Apr,Saravana Store,Badam Milk,Korattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
2657,16-Apr,New Star,Badam Milk,Villivakkam,5,Sreenevasan,23,115,115,115,0,0,,,,,
2658,16-Apr,Sneha Tea stall,Badam Milk,Villivakkam,5,Sreenevasan,23,115,115,115,0,0,,,,,
2659,16-Apr,Ravi Ice land,Badam Milk,Korattur,4,Sreenevasan,22,88,88,0,4,88,,,,,
2660,16-Apr,kerala Hot Chips,Badam Milk,MMDA,1,Silambarasan,24,24,24,0,1,24,,,,,
2661,16-Apr,Dhivya Tea stall,Badam Milk,MMDA,5,Silambarasan,24,120,120,120,0,0,,,,,
2662,16-Apr,karupatti,Badam Milk,West mambalam,5,Silambarasan,24,120,120,120,0,0,,,,,
2663,16-Apr,Jayapal Cool bar,Badam Milk,West mambalam,3,Silambarasan,24,72,72,72,0,0,,,,,
2664,16-Apr,Binhalan Cool bar,Badam Milk,Kasi Theatre,2,Silambarasan,24,48,48,0,2,48,,,,,
2665,16-Apr,Murugan Tea Stall,Badam Milk,alwarthirunagar,6,Silambarasan,23,138,138,138,0,0,,,,,
2666,16-Apr,Kamatchi Traders,Badam Milk,alwarthirunagar,3,Silambarasan,23,69,69,46,1,23,,,,,
2667,16-Apr,MM Cool bar,Badam Milk,kk nagar,5,Silambarasan,24,120,120,120,0,0,,,,,
2668,16-Apr,V U Snacks,Badam Milk,Arumbakkam,3,Prabakar,24,72,72,72,0,0,,,,,
2669,16-Apr,Maniratnam,Badam Milk,Koyembedu,10,Prabakar,23,230,230,230,0,0,,,,,
2670,16-Apr,Chandrika Backery,Badam Milk,Anna nagar,15,Prabakar,22,330,330,330,0,0,,,,,
2671,16-Apr,Chai Hub,Badam Milk,Anna nagar,6,Prabakar,24,144,144,120,1,24,,,,,
2672,17-Apr,Greams Palace,Rose Milk,Greams Road,10,M.Karthick,17,170,170,170,0,0,,,,,
2673,17-Apr,Vinu Tea Stall,Rose Milk,thoushand light,6,M.Karthick,17,100,100,100,0,0,,,,,
2674,17-Apr,Masque View,Rose Milk,thoushand light,4,M.Karthick,15,60,60,60,0,0,,,,,
2675,17-Apr,CMS,Rose Milk,thoushand light,5,M.Karthick,17,85,85,85,0,0,,,,,
2676,17-Apr,Fathima Tea stall,Rose Milk,thoushand light,3,M.Karthick,16,48,48,48,0,0,,,,,
2677,17-Apr,Millath,Rose Milk,Royapettah,15,M.Karthick,16,240,240,240,0,0,,,,,
2678,17-Apr,Ars Marina,Rose Milk,Royapettah,4,M.Karthick,18,72,72,72,0,0,,3,,,
2679,17-Apr,"Sai Cool,bar",Rose Milk,Royapettah,3,M.Karthick,18,54,54,54,0,0,,,,,
2680,17-Apr,New Collage,Rose Milk,Royapettah,5,M.Karthick,16,80,80,80,0,0,,,,,
2681,17-Apr,KR Tea Stall,Rose Milk,G.P.Road,6,M.Karthick,18,108,108,90,1,18,,,,,
2682,17-Apr,City Cafe,Rose Milk,G.P.Road,15,M.Karthick,17,250,250,250,0,0,,,,,
2683,17-Apr,Palms,Rose Milk,G.P.Road,3,M.Karthick,17,50,50,50,0,0,,,,,
2684,17-Apr,Prahalad Pan Shop,Rose Milk,Mount Road,5,M.Karthick,18,90,90,90,0,0,,,,,
2685,17-Apr,Aroma Backery,Rose Milk,Pudupet,10,M.Karthick,17.5,175,175,175,0,0,,,,,
2686,17-Apr,Mass chai,Rose Milk,Pudupet,5,M.Karthick,18,90,90,90,0,0,,,,,
2687,17-Apr,Sindoor cool bar,Rose Milk,Pudupet,10,M.Karthick,18,180,180,180,0,0,,,,,
2688,17-Apr,Baby Hospital,Rose Milk,Egmore,6,M.Karthick,17,100,100,100,0,0,,,,,
2689,17-Apr,Renowed ,Rose Milk,Egmore,10,M.Karthick,15,150,150,150,0,0,,,,,
2690,17-Apr,Geetham Coffee,Rose Milk,Egmore,10,M.Karthick,18,180,180,126,3,54,,,,,
2691,17-Apr,Kumaran Tea stall,Rose Milk,Aminjikarai,6,Manikandan,17,102,102,68,2,34,,,,,
2692,17-Apr,Dinesh Tea stall,Rose Milk,Aminjikarai,3,Manikandan,17,50,50,50,0,0,,,,,
2693,17-Apr,Jupiter Tea Stall,Rose Milk,Aminjikarai,5,Manikandan,18,90,90,90,0,0,,,,,
2694,17-Apr,Mazzi Tea Stall,Rose Milk,Mahalingapuram,10,Manikandan,17,170,170,170,0,0,,,,,
2695,17-Apr,sri Krishna Tea Stall,Rose Milk,Mahalingapuram,5,Manikandan,18,90,90,90,0,0,,,,,
2696,17-Apr,Sri Krishna Snacks,Rose Milk,North usman,3,Manikandan,18,54,54,54,0,0,,,,,
2697,17-Apr,Kpr Cool bar,Rose Milk,kodambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
2698,17-Apr,Mimi Backers,Rose Milk,North usman,10,Manikandan,18,180,180,180,0,0,,,,,
2699,17-Apr,My Father ,Rose Milk,nungambakkam,5,Manikandan,17,85,85,85,0,0,,,,,
2700,17-Apr,Kannan tea Stall,Rose Milk,nungambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
2701,17-Apr,Mathura chat,Rose Milk,nungambakkam,10,Manikandan,18,180,180,180,0,0,,,,,
2702,17-Apr,RAms,Rose Milk,Bazulla Road,5,Manikandan,18,90,90,90,0,0,,,,,
2703,17-Apr,Challani Jwellery,Rose Milk,T.nagar,15,Manikandan,18,270,270,0,0,0,,,270,,
2704,17-Apr,R.R. Tea Stall,Rose Milk,Pondy bazar,10,Manikandan,17,170,170,170,0,0,,,,,
2705,17-Apr,Anna University,Rose Milk,Anna University,25,Manikandan,18,450,450,450,0,0,,,,,
2706,17-Apr,Muthuramman Cool bar,Rose Milk,kodambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
2707,17-Apr,7 Star Cool bar,Rose Milk,kodambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
2708,17-Apr,Sri Andal Cool bar,Rose Milk,kodambakkam,7,Manikandan,18,126,126,126,0,0,,,,,
2709,17-Apr,Saravana Cafe,Rose Milk,kodambakkam,3,Manikandan,18,54,54,0,3,54,,,,,
2710,17-Apr,Standard Backery,Rose Milk,Aminjikarai,10,Manikandan,17,170,170,170,0,0,,,,,
2711,17-Apr,Arun Snacks,Rose Milk,Anna nagar,10,Manoj,17,170,170,170,0,0,,,,,
